"oid" ,"typname"                              ,"typnamespace" ,"typowner" ,"typlen" ,"typbyval" ,"typtype" ,"typcategory" ,"typispreferred" ,"typisdefined" ,"typdelim" ,"typrelid" ,"typsubscript"              ,"typelem" ,"typarray" ,"typinput"                   ,"typoutput"                   ,"typreceive"                   ,"typsend"                      ,"typmodin"          ,"typmodout"          ,"typanalyze"          ,"typalign" ,"typstorage" ,"typnotnull" ,"typbasetype" ,"typtypmod" ,"typndims" ,"typcollation" ,"typdefaultbin"                                             ,"typdefault"         ,"typacl"
12334 ,pg_replication_origin_status           ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12332 ,-                           ,        0 ,     12333 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12333 ,_pg_replication_origin_status          ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12334 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12338 ,pg_stat_subscription_stats             ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12336 ,-                           ,        0 ,     12337 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12337 ,_pg_stat_subscription_stats            ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12338 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13223 ,cardinal_number                        ,         13209 ,        10 ,4        ,true       ,d         ,N             ,false            ,true           ,","        ,         0 ,-                           ,        0 ,     13222 ,domain_in                    ,int4out                       ,domain_recv                    ,int4send                       ,-                   ,-                    ,-                     ,i          ,p            ,false        ,           23 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13222 ,_cardinal_number                       ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13223 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,i          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13226 ,character_data                         ,         13209 ,        10 ,-1       ,false      ,d         ,S             ,false            ,true           ,","        ,         0 ,-                           ,        0 ,     13225 ,domain_in                    ,varcharout                    ,domain_recv                    ,varcharsend                    ,-                   ,-                    ,-                     ,i          ,x            ,false        ,         1043 ,-1          ,         0 ,           950 ,                                                            ,                     ,
13225 ,_character_data                        ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13226 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,i          ,x            ,false        ,            0 ,-1          ,         0 ,           950 ,                                                            ,                     ,
13228 ,sql_identifier                         ,         13209 ,        10 ,64       ,false      ,d         ,S             ,false            ,true           ,","        ,         0 ,-                           ,        0 ,     13227 ,domain_in                    ,nameout                       ,domain_recv                    ,namesend                       ,-                   ,-                    ,-                     ,c          ,p            ,false        ,           19 ,-1          ,         0 ,           950 ,                                                            ,                     ,
13227 ,_sql_identifier                        ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13228 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,i          ,x            ,false        ,            0 ,-1          ,         0 ,           950 ,                                                            ,                     ,
13231 ,information_schema_catalog_name        ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13229 ,-                           ,        0 ,     13230 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13230 ,_information_schema_catalog_name       ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13231 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13234 ,time_stamp                             ,         13209 ,        10 ,8        ,true       ,d         ,D             ,false            ,true           ,","        ,         0 ,-                           ,        0 ,     13233 ,domain_in                    ,timestamptz_out               ,domain_recv                    ,timestamptz_send               ,-                   ,-                    ,-                     ,d          ,p            ,false        ,         1184 ,2           ,         0 ,             0 ,{SQLVALUEFUNCTION :op 4 :type 1184 :typmod 2 :location 105} ,CURRENT_TIMESTAMP(2) ,
13233 ,_time_stamp                            ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13234 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13236 ,yes_or_no                              ,         13209 ,        10 ,-1       ,false      ,d         ,S             ,false            ,true           ,","        ,         0 ,-                           ,        0 ,     13235 ,domain_in                    ,varcharout                    ,domain_recv                    ,varcharsend                    ,-                   ,-                    ,-                     ,i          ,x            ,false        ,         1043 ,7           ,         0 ,           950 ,                                                            ,                     ,
13235 ,_yes_or_no                             ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13236 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,i          ,x            ,false        ,            0 ,-1          ,         0 ,           950 ,                                                            ,                     ,
13240 ,applicable_roles                       ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13238 ,-                           ,        0 ,     13239 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13239 ,_applicable_roles                      ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13240 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13245 ,administrable_role_authorizations      ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13243 ,-                           ,        0 ,     13244 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13244 ,_administrable_role_authorizations     ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13245 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13249 ,attributes                             ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13247 ,-                           ,        0 ,     13248 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13248 ,_attributes                            ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13249 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13254 ,character_sets                         ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13252 ,-                           ,        0 ,     13253 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13253 ,_character_sets                        ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13254 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13259 ,check_constraint_routine_usage         ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13257 ,-                           ,        0 ,     13258 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13258 ,_check_constraint_routine_usage        ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13259 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13264 ,check_constraints                      ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13262 ,-                           ,        0 ,     13263 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13263 ,_check_constraints                     ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13264 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13269 ,collations                             ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13267 ,-                           ,        0 ,     13268 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13268 ,_collations                            ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13269 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13274 ,collation_character_set_applicability  ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13272 ,-                           ,        0 ,     13273 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13273 ,_collation_character_set_applicability ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13274 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13279 ,column_column_usage                    ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13277 ,-                           ,        0 ,     13278 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13278 ,_column_column_usage                   ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13279 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13284 ,column_domain_usage                    ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13282 ,-                           ,        0 ,     13283 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13283 ,_column_domain_usage                   ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13284 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13289 ,column_privileges                      ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13287 ,-                           ,        0 ,     13288 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13288 ,_column_privileges                     ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13289 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13294 ,column_udt_usage                       ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13292 ,-                           ,        0 ,     13293 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13293 ,_column_udt_usage                      ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13294 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13299 ,columns                                ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13297 ,-                           ,        0 ,     13298 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13298 ,_columns                               ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13299 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13304 ,constraint_column_usage                ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13302 ,-                           ,        0 ,     13303 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13303 ,_constraint_column_usage               ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13304 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13309 ,constraint_table_usage                 ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13307 ,-                           ,        0 ,     13308 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13308 ,_constraint_table_usage                ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13309 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13314 ,domain_constraints                     ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13312 ,-                           ,        0 ,     13313 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13313 ,_domain_constraints                    ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13314 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13319 ,domain_udt_usage                       ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13317 ,-                           ,        0 ,     13318 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13318 ,_domain_udt_usage                      ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13319 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13324 ,domains                                ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13322 ,-                           ,        0 ,     13323 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13323 ,_domains                               ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13324 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13329 ,enabled_roles                          ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13327 ,-                           ,        0 ,     13328 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13328 ,_enabled_roles                         ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13329 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13333 ,key_column_usage                       ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13331 ,-                           ,        0 ,     13332 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13332 ,_key_column_usage                      ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13333 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13338 ,parameters                             ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13336 ,-                           ,        0 ,     13337 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13337 ,_parameters                            ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13338 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13343 ,referential_constraints                ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13341 ,-                           ,        0 ,     13342 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13342 ,_referential_constraints               ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13343 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13348 ,role_column_grants                     ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13346 ,-                           ,        0 ,     13347 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13347 ,_role_column_grants                    ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13348 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13352 ,routine_column_usage                   ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13350 ,-                           ,        0 ,     13351 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13351 ,_routine_column_usage                  ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13352 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13357 ,routine_privileges                     ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13355 ,-                           ,        0 ,     13356 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13356 ,_routine_privileges                    ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13357 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13362 ,role_routine_grants                    ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13360 ,-                           ,        0 ,     13361 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13361 ,_role_routine_grants                   ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13362 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13366 ,routine_routine_usage                  ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13364 ,-                           ,        0 ,     13365 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13365 ,_routine_routine_usage                 ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13366 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13371 ,routine_sequence_usage                 ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13369 ,-                           ,        0 ,     13370 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13370 ,_routine_sequence_usage                ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13371 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13376 ,routine_table_usage                    ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13374 ,-                           ,        0 ,     13375 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13375 ,_routine_table_usage                   ,         13209 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    13376 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
13381 ,routines                               ,         13209 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     13379 ,-                           ,        0 ,     13380 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
